PID,SID,OID,LLO,LCO,NAME_SI,NAME_TA,NAME_EN
1,1,2,1,1,බස්නාහිර,மேற்கு,Western
1,2,3,2,2,මධ්‍යම,மத்திய,Central
1,3,4,3,3,දකුණු,தெற்கு,Southern
1,4,5,4,4,උතුරු,வடக்கு,Northern
1,5,6,5,5,නැගෙනහිර,கிழக்கு,Eastern
1,6,7,6,6,වයඹ,வட ‍மேற்கு,North-Western
1,7,8,7,7,උතුරු මැද,வட மத்திய,North-Central
1,8,9,8,8,ඌව,ஊவா,Uva
1,9,10,9,9,සබරගමුව,சபரகமுவ,Sabaragamuwa
